split,total_samples,valid_samples,skipped_samples,skip_pct,abs_rel,sq_rel,rmse,rmse_log,a1,a2,a3
test_main,0,0,0,0.0,0.07,0.652,6.026,0.096,0.953,0.994,0.999
test_fold1,0,0,0,0.0,3.277,45.322,7.551,0.811,0.388,0.6,0.747
test_fold2,0,0,0,0.0,2.894,36.064,8.637,0.816,0.333,0.566,0.719
test_fold3,0,0,0,0.0,3.87,58.637,10.589,0.974,0.254,0.48,0.66
test_fold4,0,0,0,0.0,4.205,68.236,13.279,1.036,0.224,0.434,0.616
test_fold5,0,0,0,0.0,2.839,42.956,9.178,0.804,0.331,0.576,0.73
