timestamp_utc,eval_split,model_type,load_weights_folder,ext_disp_to_eval,eval_mono,eval_stereo,disable_median_scaling,pred_depth_scale_factor,abs_rel,sq_rel,rmse,rmse_log,a1,a2,a3,abs_rel_ci_low,abs_rel_ci_high,sq_rel_ci_low,sq_rel_ci_high,rmse_ci_low,rmse_ci_high,rmse_log_ci_low,rmse_log_ci_high,a1_ci_low,a1_ci_high,a2_ci_low,a2_ci_high,a3_ci_low,a3_ci_high,average_inference_time_ms
2026-04-21T15:37:03.362276+00:00,endovis,endodac,./full_model,,True,False,False,1,0.08749936578521494,0.9183995636271316,7.292211601392327,0.11890879298768221,0.9378557729257924,0.9897134432480214,0.9964375865450432,0.0850119710254248,0.08998676054500508,0.8460588325187012,0.990740294735562,6.931601893780178,7.652821309004476,0.11483320789096457,0.12298437808439985,0.932107168164358,0.9436043776872267,0.9873711330949629,0.9920557534010798,0.9954571283875103,0.9974180447025761,15.167378254248312
